0,France,Italy,Portugal,Spain,Austria,Bel-Lux,Denmark,Finland,Germany,Greece,Ireland,Netherlands,Sweden,Switzerland,United Kingdom,Other WEM,Bulgaria,Croatia,Georgia,Hungary,Moldova,Romania,Russia,Ukraine,Other ECA,Australia,New Zealand,Canada,United States,Argentina,Brazil,Chile,Mexico,Uruguay,Other LAC,Algeria,Morocco,South Africa,Tunisia,Turkey,Other AME,China,Hong Kong,India,Japan,Korea,Malaysia,Philippines,Singapore,Taiwan,Thailand,Other Asia Pacific,Other,World,Unnamed: 55,Coeff. of variation
1986,9.57132558778482,1.4128502523336326,0.0060686185335135905,0.11829065032122194,0.6002243018303285,4.446021653115395,2.3553351572376693,0.341075326016381,24.452573864688297,0.011757948408682582,0.31229679906448454,5.05961588015237,2.248992099654302,5.034393184372454,13.237814225837475,0.5654245674272115,0.0029394871021706454,,0.6002243018303285,2.310342040141541,0.0,0.0,5.557835238429147,,2.3558566791428928,0.30328869342880027,0.06746597010304563,3.167534408000336,8.95891663780517,0.0,0.19469360943651218,0.001232688139619948,0.022852141665262112,0.006684962603323564,0.7915991355063255,0.0,0.0020623820797487594,0.021998742183986765,0.00023705541146537464,0.00026076095261191206,2.1905816462692336,0.00336618684280832,0.09828317359354433,0.002323143032360671,0.7978336928278648,0.004622580523574805,0.025815334308579296,0.01280099221913023,0.0503742749363921,0.0034135979251013948,0.016973167460920823,0.27273225089091346,,100.0,,2.140207636043794
1987,10.007397292273795,1.3698689395916637,0.007113705370511096,0.17173830600564963,0.8822436626738592,5.029726155989139,2.4941468143817973,0.35426733400913535,26.058968772275392,0.02232646043650273,0.3150698561060827,5.016556187938328,2.3348094271977144,5.217686594174164,14.549594302498786,0.625909941451321,0.001321803362763886,,0.8822436626738592,1.0075986870407032,0.0,0.0,4.228545088635327,,2.5245723245137808,0.18425938876928571,0.04309078962610268,3.207632236813329,7.480421688918626,9.613115365555534e-05,0.12038023716516917,0.003004098551736105,0.08945003847649424,0.012040426995358306,0.8834453020945536,0.0,0.0031723280706333267,0.015933738718408298,0.00016822951889722187,0.0008171148060722204,1.7416081107776962,0.003604918262083326,0.10980581026305809,0.0021629509572499953,1.256794670104317,0.004830590471191656,0.02542669014189439,0.030040985517361042,0.058567905364647094,0.005070918355330545,0.02150934563043051,0.2884174937550799,,100.0,,2.2190436996077985
1988,12.964812035996609,0.8719290868511688,0.015047808434366945,0.15886922985691457,0.8372628739626504,4.728387057759677,2.5423295788816898,0.3665149228788098,25.551835012265606,0.03269734075691883,0.1766125179952569,4.9294932826301885,2.4000551284196847,4.5177411786324875,14.400354209472058,0.6822845104610396,0.12528120884998648,,0.8372628739626504,0.7495543082906861,0.0,0.0,3.6544610657879875,,2.2821806290171436,0.19093371885724786,0.0514953818229037,3.182845873408085,6.7632867226295135,0.00014063372368567238,0.1563847007384677,0.003398648322403749,0.15448614546871112,0.005930055348745852,0.8041905099425699,0.0,0.003679915769775094,0.020649718427846228,0.00023438953947612062,0.009539654256678111,1.808948148814856,0.004570596019784352,0.10013121126419874,0.0039846221710940505,1.7866840021170065,0.03218168377007136,0.027025113901596707,0.028501768000296267,0.0660744111783184,0.042752652000444404,0.029697154651624483,0.28436138929242954,,100.0,,2.2398559617010134
1989,12.543761381043964,1.930260311908913,3.998481352275151,0.09924534754380986,0.5545311759075309,4.396872978294708,2.244412381165595,0.38911491835615863,23.36502985293003,0.0834462991004458,0.3047431519828797,4.670635011572748,2.4756249548283833,4.303356713868435,13.814449981578795,0.6190715007201018,0.08518705897077462,,0.5545311759075309,0.2525423908080828,0.0,0.0,5.039477789666849,,2.5293461265228343,0.2145541627517932,0.14979348858854782,3.2465612280333733,6.024791946143093,0.0009034323377655871,0.20596053807548637,0.0012119214287099338,0.28702706418864726,0.005354489221391163,0.6626125324133895,0.0,0.013683694676888526,0.015115965456272994,0.0008813974026981338,0.0005949432468212402,1.8578314803421938,0.001344131039114654,0.10876443949294971,0.0035696594809274417,1.8256307279813706,0.028821695068228972,0.015446489482284794,0.02641988714587656,0.07007109351450164,0.042263005459375516,0.032810018315438026,0.280548793278816,,100.0,,2.0765955525789326
1990,10.882196038409797,1.7661509795735337,0.5100576378902445,0.10319057228123887,0.5880002242117796,5.207705153778355,2.678509300923134,0.5107824604536809,24.364596380139474,0.13114456247777212,0.3528677846329885,5.045924757619335,2.5798609500394303,4.417551916624144,15.450994263271017,0.7260547617943127,0.15107718297227504,,0.5880002242117796,0.5043557003912109,0.0,0.6040188028637256,3.434016019545082,,1.6814192219078101,0.25255234185338093,0.19275448036987214,3.483956294165855,5.841417520990862,0.003865720338327844,0.22227891945385106,0.0011838768536129023,0.4761359419214176,0.010558248674057925,0.8147730435589368,0.0,0.011717964775556276,0.016815883471726124,0.0011838768536129023,0.00021744676903094121,1.9242106199069136,0.001836217160705726,0.116309860679439,0.0034549875523805103,2.0784237235391445,0.04631616180359048,0.021430587125604986,0.018990351162035533,0.07079100369562864,0.04766916392200523,0.03491228680552334,0.3055610319927015,,100.0,,2.151789663911269
1991,13.009328987623183,1.883867271939124,0.06324411555795631,0.339624745173311,0.5390167173997249,5.088892584002699,2.834283116416269,0.6055287659804328,25.780122893504792,0.18394137712619893,0.3623320738975772,5.396630953284898,2.426752645343724,4.307688389130085,14.89300402820803,0.7327138357556086,0.052262899444739726,,0.5390167173997249,0.18610397986184332,0.0,0.5182557311375386,2.883470314192537,,0.8947408384939441,0.21623624464515534,0.27219959765977547,3.3937244152081916,5.361716933563883,0.022322866015707224,0.20239558713703115,0.002186631654929341,0.29488289746475677,0.03013226478331201,1.0255783040004307,4.805783856987562e-05,0.0070885311890566535,0.014897929956661442,0.0009371278521125745,0.00016820243499456465,2.0287856841465843,0.0011774170449619526,0.11096554925784279,0.0010332435292523257,1.8075379921242813,0.029964062348317447,0.0254225966034642,0.020448610311482075,0.08830627837214644,0.048754677229138815,0.029988091267602383,0.2994724210481799,,100.0,,2.2428841176355934
1992,13.237833627045886,1.641067824447961,0.05200119482448519,0.17654530482097153,0.4877353445606887,5.062977963841124,2.873956911868983,0.6126426230937057,22.599115503029278,0.12311413388389685,0.29391683622097714,5.521273958909296,2.354467018395394,3.888536312768007,14.500638722663622,0.6629641634367365,0.20891270063926742,0.5547853356176634,0.4877353445606887,0.19536197461996682,0.0,0.5674508383291704,4.609902516485582,0.38586657006383596,2.604826328266224,0.19754098583915086,0.193069473233117,3.1996282970028607,5.861608273705599,0.04678064711185682,0.14243016042062182,0.006423543489886211,0.270764842017147,0.05147914005322235,0.997328895413817,0.00029507443593116865,0.006605127758151546,0.01384580045523176,0.0020655210515181806,0.0006809410059950046,2.8550948460029217,0.0035635912647071907,0.11076640364185408,0.0019066348167860129,1.551872065711715,0.04784745468791566,0.01704622318340828,0.02819095764819319,0.08974802459014161,0.057153648436514055,0.03692970055846242,0.30817120127980596,,100.0,,2.1468013035430142
1993,13.083249947744527,1.0394356908173574,0.4632978207935705,0.012709257354972055,0.4477516756361494,5.205416776265099,2.6219878776379932,0.6289720684565991,21.105492055919825,0.11254501289876147,0.3295555822349093,4.346339064376246,2.3301969458292873,3.9867124714353768,14.832611137349172,0.6613579796093583,0.26301354194066273,0.42444380545122745,0.4477516756361494,0.22175384574184276,0.0,0.7204560263099784,6.333885353874519,0.44936302790794047,3.627426305030801,0.177748042150252,0.43127503127952493,3.509207516527141,5.351709406461795,0.6566147032036633,0.2843696333174997,0.0037446918992328376,0.29108738363369924,0.04561715586338184,1.1004855163260623,0.0004765971508114521,0.007557469105724454,0.015818486386456287,0.0033361800556801643,0.0012255355306580195,2.1218786007198434,0.008329102587990614,0.11256770800118106,0.0015886571693715069,1.476273790992178,0.07332787591770483,0.017429838658247387,0.02966249886240799,0.09983575554378941,0.04922567714809712,0.046366094243228406,0.3710422294579252,,100.0,,2.076552052919113
1994,13.483911712881019,0.6214559446120462,2.6789897026333302,1.0024242719317047,0.35151844051766096,4.395078939748659,2.4139803045965373,0.5570541088232692,20.03825318629765,0.08356009548254965,0.36317568737678496,4.596537540392162,2.691003198123124,3.456304423163207,14.681322735332403,0.6425339885933147,0.3057206998860598,0.12987241746956202,0.35151844051766096,0.14398382156218587,0.0,0.07613824901027204,6.432266942640606,0.37669334375162666,3.778491726422427,0.16508165713404707,0.6469673048860886,3.0739111013208706,5.1816759162665305,0.4620544739781156,0.44778473716074985,0.0036218610784714794,0.42902230927883206,0.05709873886005584,1.2549649678950714,0.00033645704007658557,0.19152322216594814,0.017574932446353407,0.002493740414685281,0.0006927056707459113,1.8226273692760493,0.0030676965418747503,0.11122873913120063,0.00304790495128201,1.7754417631457229,0.07772157625769126,0.016229104286047066,0.0278269763733929,0.1072308378314671,0.06739036596828081,0.04273004408972636,0.3300643563151304,,100.0,,2.0235034357027772
1995,12.028146105243998,0.5953644562608587,1.5151123344480881,2.791698013507356,0.5259854534622448,4.609043004758305,2.601221479386458,0.5659370144497159,17.581934276975975,0.07952224909046553,0.3238622274528765,3.7748111121067263,1.7515341660016428,3.756048111060929,12.817675548822793,0.6883575778970243,0.7938192750144781,0.06743454649365416,0.5259854534622448,0.06699353578531278,0.0,0.27956069720585636,9.407600338455673,0.5431046873224055,3.936742225833165,0.2817857966888515,0.5114321000869794,2.961346814629769,5.519269060833619,0.10125204944692245,0.5594220835310365,0.003908958551207658,0.09720276930669709,0.09193068674788882,1.1386696029961465,0.0014433077727535966,0.2885212329617016,0.08774108501864573,0.001202756477294664,0.0005612863560708431,1.8031524648188717,0.014272710197230011,0.11424181940170482,0.005191898793655299,2.1583284772040563,0.11362039522176924,0.02511756443417023,0.03353685977523288,0.11935353443020716,0.07272667499375068,0.0839323561738793,0.3588223490595747,,100.0,,1.889824178943213
1996,9.975132273440261,0.6975435275155938,1.022490881966841,2.272512867579456,0.5968893955795328,4.357328564187596,2.94475295366712,0.5277746242858673,21.424259964279376,0.07908824465269927,0.5315921261126719,4.217280211829379,2.286243882003617,3.693043272482487,14.015748094446995,0.7899030874195927,0.4622574986928554,0.14516500402136842,0.5968893955795328,0.10337235313211035,0.0,0.10269279783309802,4.69069041219426,0.8112890924179217,4.533113530505637,0.404855062846873,0.4260811724807286,3.3946185616132802,6.940338242654007,0.08780254201650439,0.46735416343544783,0.00833454587318059,0.14668400998386655,0.1685896749167345,1.136036577663577,0.000599607616775582,0.4512447054647439,0.32988412382936605,0.0019387312942410486,0.0032778549717065153,1.6659498024492772,0.08704303903525533,0.2115215802778662,0.005996076167755821,2.1456207657708792,0.11698344603291606,0.019307365260173744,0.04527037506655645,0.12979506211135433,0.10639037813654745,0.1769242207899151,0.4187259857149481,,100.0,,1.978423598216291
1997,10.00314804198251,1.2998366895522857,0.7685838334658096,0.27145169048008105,1.0998575534082402,4.2147389294626265,3.106702005976664,0.5654289599552442,18.195147214813705,0.07431594709443111,0.5395799348789204,3.49829627229363,1.9576389869767075,3.408821718350869,15.545382117829087,0.8296983141819753,0.216854856801017,0.08755434065137697,1.0998575534082402,0.0691830692578468,0.0,0.014290818149339048,5.811470135605832,0.7482554216022149,4.40098115513754,0.25090171554440355,0.41375057352524386,3.2935535300998047,8.219066794803977,0.138956973374581,0.4662425580195215,0.008788668525950113,0.22045525672236208,0.17145289061338814,1.1201305745038141,0.00029541742944370127,0.17294844134994686,0.3636588556451963,0.0023448758462093788,0.0032126645452002513,2.4189333030530467,0.6199704028662876,0.6295160785551872,0.004505115799016445,2.680627928209872,0.1733731039047722,0.017835827302663466,0.04342636212822409,0.1505151803015658,0.45348421778542175,0.10707035458400148,0.47041532921041385,,100.0,,1.888663397709918
1998,9.176807869708913,1.7987292447703036,2.481726202870819,1.5043886812277603,1.015845764336602,4.229094344859016,2.85059993157446,0.5859628981890723,19.516044513850634,0.07825814550008113,0.5306419063979557,3.3540931073937,1.881064733614407,3.148665475455987,14.384565292277562,0.7828667012429856,0.37833719226754486,0.00959769708963259,1.015845764336602,0.04149493864101643,0.0,0.11933360437319403,4.884254625561453,0.7936557208734643,3.3521467212706275,0.42991642452896195,0.4725691273293921,3.406712649479518,6.718807442510717,0.14545880431822542,0.4051335598412219,0.03963244847152479,0.1916686955504774,0.1409452020155835,0.9321343818537751,0.000318804623606677,0.01407774101084221,0.19099752792183178,0.001443010401588117,0.0035068508596734467,2.2205413201833695,0.7756516492350451,0.3487554790349885,0.007097597672927598,5.392691001303239,0.04293794904260455,0.027903794160942307,0.049280483133305804,0.11487033964270056,0.2619735046511078,0.040387512053751136,0.31246208951597576,,100.0,,1.863442756447091
1999,9.707931638685752,0.9274867980214075,3.764661991625625,0.1993058384255704,0.907431626400012,4.1862185844128925,2.9012167726989415,0.6002189284135926,20.511751223123216,0.12085014547353565,0.7148223810870215,4.796629485289817,2.101467055703542,3.2626943699128823,15.509465383458688,0.9034517390204425,0.22775338126040612,0.0920911331916032,0.907431626400012,0.03649383688483487,0.0,0.13306666934299674,1.40580004561297,0.21238755520363353,3.4681430779895273,0.419705079962859,0.7056167285394955,3.798041134039492,7.0467193788330205,0.16689571206933726,0.4922774611363997,0.04106205544225374,0.23699364152427613,0.11681834651945004,1.0791032033248324,0.09480783892461365,0.10169477447708607,0.19039435146696918,0.0015919549518277891,0.0029243520310749606,1.6324805876667097,0.7554518400749741,0.17809130830664788,0.005294980600644603,3.2641103100193836,0.09977404621998949,0.048139333434618584,0.059888653133434555,0.15862446786310155,0.15903976045923057,0.10275030982558057,0.3574284944016828,,100.0,,1.9937418808841219
2000,7.938497643157858,1.1856902910512994,3.4423764414329745,0.21966170236450666,0.8893953965389185,5.014334490920272,3.2738115876703304,0.7338602391697492,18.1069895014225,0.11473067398568193,0.7939537829004396,3.674684613826442,2.174681876495267,3.3004731933158027,16.20140552831404,0.9253091815562275,0.1009162759886784,0.04825002417975871,0.8893953965389185,0.043523565684086434,0.0,0.023303812737349425,2.962631779684988,0.1727985926467985,4.382777442201252,0.357805682334542,0.7443533420076317,4.302299905653319,8.174400843827957,0.10785084829893117,0.5702408303967853,0.033066960595205294,0.2995917726774201,0.14327191370472225,1.6250805231587344,0.005547657848202212,0.02067597480925364,0.1417755059956677,0.0013139189640478922,0.003941756892143677,1.8736666916067952,0.6308818403624956,0.18495234306424152,0.006989318933754761,3.0246861649807744,0.14695818635385663,0.0435418145585871,0.0996571036481325,0.1772513180249608,0.12162874854693337,0.12179298841743937,0.46235348434885276,,100.0,,1.8755494441378564
2001,8.474363257581095,1.2369499368708325,2.675764783126647,0.06705038810137474,0.9823113979856697,4.373678246012251,3.3636281488936435,0.7155854846852703,18.682370340648802,0.11962624880104322,0.798702100796099,4.060826175516494,2.2150503582569883,3.0894079785650983,16.486354068826127,1.104524160274303,0.025367728435980064,0.10619627492317142,0.9823113979856697,0.05711883951761523,3.316042932807851e-05,0.010959521892929949,4.254731786012433,0.12456715277092693,4.217277081086369,0.21179566211843745,0.6663919877770658,3.9596039649925348,7.772705153213619,0.1080035183215517,0.49526759222951655,0.010992682322258026,0.3741822845380379,0.13512874951191994,1.4197637816816815,0.012650703788661953,0.019083827078309183,0.07164310756331363,0.0011440348118187085,0.0026528343462462805,2.317598985954071,0.484473872483227,0.17903315794229588,0.007925342609410763,2.804439816722307,0.14693386235271588,0.04166607945073065,0.1038584646555419,0.17112439554754916,0.1139558153859418,0.09787300716182373,0.4513631837991407,,100.0,,1.907687635576976
2002,7.190403162572499,1.5574991211018443,1.998520719924772,0.3563388167474322,0.8244017061580671,4.719548124080412,3.189153809241467,0.7397829478831655,18.593594634703887,0.17019025167768717,0.8277839158620555,4.472869120552434,2.3750575213833462,2.9116855821640364,16.30825300452962,1.0403232439741885,0.06399204275621191,0.1256022476927137,0.8244017061580671,0.08638131826148704,0.004668402126631836,0.01155985288499312,4.737951790967372,0.1813531315927286,4.20372144692519,0.23026671004046256,0.6387612664898602,3.8704229413537536,8.767386225164973,0.003763303755141991,0.42164880976388364,0.007685396698264656,0.5461871698971268,0.036330966209978374,1.098360692181125,0.0967026154802309,0.06569108706760514,0.08455524259970928,0.001111524315864723,0.0029375999776424825,2.36754679279186,0.47992444175279125,0.17347718786888713,0.0034139675415845064,2.666678739937926,0.18276635536575658,0.047652635313000485,0.08627016582990057,0.18000342349489287,0.11397887913252831,0.0905098371489846,0.4909285324798521,,100.0,,1.900035567730592
2003,6.864608242681458,2.239747447533403,1.7664580409020327,0.03689714321968214,0.7813306302716209,4.19039861486604,2.9975566606506585,0.7423138017243421,17.40428305079146,0.44528010399030027,0.8141053509921151,4.7639416089551885,2.280474423584467,2.6790045022116358,16.57726954708026,1.0738618239994573,0.024749153514628315,0.13383254602860142,0.7813306302716209,0.09224285804920535,0.001271811196557982,0.010335293286971187,6.086581397816987,0.22676247449433812,4.08948697475294,0.25045159199185796,0.6893947611319294,3.942760894524751,8.89164139368287,0.003537681719161283,0.42874655843504655,0.004955678110725929,0.3317234445091233,0.07475910872640827,1.2543420657546855,0.11599795223778836,0.1209390118290136,0.0988065733050046,0.0011548630405526501,0.00210506680809597,2.307197077231685,0.605265181405594,0.16372741840746433,0.007630867179347891,2.356245718601101,0.20436690261931711,0.0781067496920609,0.07835526452357221,0.17961774910468878,0.1326192089100461,0.08044571281216752,0.4985792260897302,,100.0,,1.8694721268602297
2004,6.433842667019773,2.252092507760853,2.132402443789188,0.05345601725181363,0.879343318412917,4.079464383771744,2.729876864717491,0.7039373595639796,17.749575162113402,0.3313919236504363,0.882024284654925,4.339137058207044,1.6939215690810832,2.4423738554349517,17.65869448919904,1.1195279539723006,0.010927999453463937,0.18355772930052502,0.879343318412917,0.058423289730660875,0.006409822842567266,0.016181060211916093,6.8742287969252445,0.15371326753035514,4.334986323669924,0.2551719020135416,0.5166643826285908,3.6314844510081996,8.72983848743423,0.003987426948773267,0.5328862697375933,0.005606893866534424,0.3051674467552619,0.040391410184160606,1.2767251167206966,0.00010887172556377521,0.058845167667220505,0.022073742358055426,0.001102326221333224,0.012533857405529623,2.3067741212452693,0.6002234319987882,0.1829044989471424,0.013268741553085106,2.2664787903589185,0.21635533662661233,0.15039267990066,0.08313717143363784,0.20654327236017708,0.16572998423945684,0.08607670802385978,0.5156573191671259,,100.0,,1.922737121896196
2005,7.040148362012828,2.268993585841162,1.805879757667793,0.03818444288471117,0.8737035004517996,3.8971148440114436,2.3945253362118857,0.7185476825806011,16.279193060439777,0.17217265730102582,0.664148105467164,4.810502751917756,1.6636675995756651,2.3286562024310804,17.013645539751906,1.1215985070697467,0.06268817443450043,0.17318125416692745,0.8737035004517996,0.08686863775803917,0.12144540723779457,0.054580607320137434,8.051990840905999,0.21770175428614874,4.28790733736117,0.28640088363688654,0.45382979746857705,3.631892660466468,9.218562423611717,0.0032844051787052617,0.529358185849748,0.018904725871130287,0.35047448017176147,0.029960499208897994,1.438776359937705,0.0032973359077552826,0.0882005028501913,0.13522956440511663,0.0008792895754014086,0.01746941494657799,2.52202232464509,0.6978843775586681,0.19556434615251328,0.02185293209453501,2.0434988690784373,0.24547696028559327,0.08254977425533225,0.08362302476648396,0.21245187829184034,0.21427511108789327,0.09399346946460058,0.5645944225110545,,100.0,,1.869478583802963
2006,6.757079734013756,2.003254584131928,1.147534739813736,0.052746849375856636,0.9319717735977926,4.091005761126684,2.374042773132056,0.7222752488316964,17.004027522940472,0.2048397758533691,0.7307873403471604,4.014639774933143,2.0926836400668494,2.2411467857780076,15.14060799339073,1.104437483672377,0.2837363838488048,0.18460758235640257,0.9319717735977926,0.2329066722016563,0.1347620014099909,0.9352564695729793,4.728645769695011,0.5825798129998297,4.791847410151423,0.3473362467747353,0.4587582775616666,3.889974698894348,10.000084354060062,0.0027862401657224975,0.650842697060031,0.08049422276935914,0.42957944133072873,0.02870594225785656,1.6974848686709534,0.011490045454057456,0.02053893553355988,0.11211421437485206,0.0006390459095693802,0.0201043843150527,3.1206528902001542,1.476285517532608,0.23435091595728313,0.023197366517368503,2.124744189922399,0.2836596983396565,0.07310685205473709,0.08953033193067017,0.2500075407417329,0.21686661987146486,0.09386306319755057,0.6067101865451696,,100.0,,1.794419035256394
2007,6.374044169544751,2.1457443204329962,1.5176641719697197,0.04589512388836959,0.9331766269421699,3.9907681637311265,2.2621729578759315,0.7775280806329723,17.182170210709373,0.24026805950110824,0.8767797684506816,4.149796160967972,1.7238954676475717,2.251380517816671,14.279548907498615,1.0239857438044309,0.20463241566907256,0.1885467137625656,0.9331766269421699,0.3139134417236702,0.14543751716222056,0.4603320898003689,4.840185281122472,0.7029621311326284,4.918930121554853,0.41609951335058737,0.5133131591821922,3.776554580736718,10.23808897985278,0.004287905478089954,0.7373622767760619,0.07513524768528809,0.46571014073899025,0.025630531049825826,1.8329584646100627,0.009072432777088631,0.026090814688716834,0.022469109214284928,0.0005450727302656721,0.014765414626530094,3.122346177144519,1.7955907007685161,0.2829169724625623,0.03860326203014882,2.0187592715357328,0.385305856661134,0.08202738954131403,0.0906879895888686,0.28473388156344787,0.26336703053703353,0.12878251707076946,0.7388279167841096,,100.0,,1.7673825847809361
2008,6.87318280895217,2.219031181922219,1.6866619729535532,0.806343578594112,0.7712914531776796,3.9937960029001505,2.205040343706166,0.7832407673461297,16.47504154828385,0.23217360677447738,0.5907736101747867,4.301089919734611,1.756259794729834,2.210201096949452,13.025439740187425,1.0409769836434266,0.07919585818201856,0.17128154163757212,0.7712914531776796,0.2904370639510172,0.16041743259037378,0.4455128757778961,5.034326846660396,0.6521118151948734,5.1266054554708385,0.6401830041214888,0.4937562723348779,3.858458866445373,10.029562193286367,0.00482313387223012,0.6982933220214766,0.046796456395312734,0.5787881225022949,0.02903526591082532,1.9626416931225608,0.03536562911812735,0.03151917985502383,0.021836738606521865,0.0005908338993481897,0.017495918121514756,3.5241795155957845,1.9878666832743241,0.3656779523578071,0.0362217353804482,2.0710561565917227,0.3472053496271657,0.09794579111031315,0.11969812487407099,0.2910761291890877,0.19783289360419892,0.1124634240657258,0.7365648892976226,,100.0,,1.6956009491851982
2009,6.9246370063292675,1.7398401815655755,1.924823715718565,0.4764751572651385,0.7472938245059015,3.9129845393819327,2.2748287766836834,0.7964506244918772,16.942754420960153,0.21127578225530774,0.7490708656387605,4.33335082358052,1.7832847908932887,2.2717069476664986,13.242654606480844,1.0742213648132168,0.06522221238979493,0.16219102447742084,0.7472938245059015,0.16101433507863588,0.15974158940239908,0.15179293244325986,5.664150512502265,0.29360801906621053,5.231116806714718,0.7474735160884061,0.40036256441924195,3.9409969512938243,11.129116326673472,0.13611174514924804,0.7109245164557011,0.03627325177274862,0.46320738394210403,0.04117212192279212,1.6884172098749217,0.02972941787134246,0.0353607171369562,0.024422308542128665,0.0005883446993924801,0.012811506005138291,2.6979086507202843,2.075788162768803,0.41828906719869036,0.023173576935254826,2.170156911531328,0.2762698609861546,0.0825483634351694,0.11693651076292579,0.24624026724777512,0.13613575921861099,0.09403909562534497,0.666822678070628,,100.0,,1.7564182093437568
2010,6.402054834862654,1.6460426517750075,1.5976564809329679,0.5231852792114797,0.8675004214548082,3.3031856499381553,2.1478565472031033,0.7390074330698505,15.593981460814465,0.11892867887819862,0.7767381953442214,3.9906094274916204,1.592227199733603,2.107668898082959,13.744230840313431,1.0097695253678503,0.09026865509246285,0.16268100757368273,0.8675004214548082,0.19211977674356978,0.16764962248946474,0.24430668572655137,5.995593617315086,0.27079499703254134,5.548396338405013,0.7065233827613632,0.38453569609801397,3.839532822966276,10.292798393020512,0.315501563029732,0.8182639703357237,0.026597993754462017,0.4823175989108094,0.07459503320581286,1.4709403482132564,0.018536333791769406,0.028012897339750927,0.017604032979757336,0.0008774595877760667,0.018667952729935818,2.972515004284745,3.137356756093326,0.43855430197047807,0.022188759325887285,2.12622915361674,0.26947880765087723,0.0935371920569287,0.12740713214508487,0.2581266742340244,0.17549191755521332,0.10719265689169374,0.6562739621874146,,100.0,,1.7199661908298676
2011,6.8192300427178125,2.292854238612695,1.3328993935974618,0.564188109885104,0.879425724286454,3.29856665319327,1.9340687382471193,0.6737362958857629,15.93613111492442,0.19720667077680032,0.7037200032096921,3.816792371299572,1.8893224409807903,1.8747093708554974,13.17167915240206,0.9682903355872616,0.06696494208848285,0.14742653966785668,0.879425724286454,0.5224421769487292,0.01889930488237027,0.9023122242916872,5.095396135311447,0.6282423995338969,5.820726736087057,0.6687615529915676,0.27199648329390164,3.5722875983778093,10.11871375078934,0.06714436586901167,0.766189382797147,0.0502087545846514,0.45243699857906333,0.07544769971237371,1.348678718296192,0.023823490859105984,0.09098779270373196,0.02149098171223117,0.0010366707319443608,0.01804205793095474,2.876960640901744,3.643648423089249,0.4804271083415611,0.043859146351492184,2.07678446668524,0.2592075549373188,0.060216614343037336,0.11499070734336678,0.26738130493918777,0.17844691772373025,0.1194663338687804,0.6658516175303014,,100.0,,1.7019082930479168
2012,5.899871741062137,2.6384450083770687,1.2405587444355213,1.9148711712303608,0.8269111108725185,3.292780551528208,1.8738945041916866,0.6441512358158923,15.038279200627969,0.17088058167954887,0.7096843525967338,3.753462700742574,1.9718937494724007,1.8549624960069913,12.916515261493682,0.9926893094929246,0.0642427457755371,0.1436054876819312,0.8269111108725185,0.3920462319245864,0.0038120120538382186,0.5342431466770632,4.8261353122436805,0.47114301950164295,5.47019789661646,0.8342888809715489,0.26921473241202154,3.7116192195934663,11.494605214930992,0.00702316432658049,0.7738088964481208,0.013484869513448374,0.43374196066850673,0.03629784087440267,1.3614399121996108,0.037007052419302806,0.086661710722658,0.025334612409488106,0.0009160649121626727,0.021591551478070736,3.235629921201672,3.88374092147659,0.49767935147332293,0.04143962457492864,2.532736081994311,0.27662205299208964,0.05617546445229809,0.1061748783677575,0.27505587749710186,0.1656796970169479,0.14682649011501936,0.6710421735600224,,100.0,,1.6665771742921325
2013,5.3006927436667155,2.5440953341023294,1.5191834447500794,0.6045857078926722,0.8066189286322927,3.336815096276041,2.0198541165563557,0.6407014867529495,15.115638719899824,0.16533974878119206,0.7583417140333506,3.7077737470957226,2.0424140280617413,1.8208488044691133,11.99211189955152,0.9786220684938833,0.05948246865790837,0.12732156678734807,0.8066189286322927,0.42121795035883214,0.006404425208813644,0.3634187598662262,4.973170637692503,0.5050332507199001,5.6884542954619315,0.8267186643576208,0.40729355464822325,3.7123355305259507,10.922224281775586,0.008655436246437102,0.7100047380794274,0.021733212761479583,0.5347147236938733,0.029522109360689955,1.2622096183311182,0.055398776067529534,0.055807145326567414,0.023894581766631312,0.000747016937264422,0.019492161949686317,3.3604805928485777,3.7603936201566284,0.49922643906089814,0.038625755769485716,2.6219673577502958,0.32417547009526854,0.06136495133981472,0.0983273493956583,0.2930497643759176,0.16576803849189034,0.1543137787871692,0.731737950840907,,100.0,,1.6606623087395551
2014,6.171028173912439,2.3859800504086746,2.1537902769775794,0.468211391125,0.7251479641847078,3.2206041157112635,1.8217992997325467,0.7142584650740038,14.444545230166694,0.15539083539504117,0.7215799155399238,3.7969783528967107,1.4445314445848556,1.7432558912532137,13.481487196474854,1.2614753500112263,0.04575443158259188,0.2078179813263197,0.7251479641847078,0.3413927478646825,0.0032622159038023786,0.31656468989227743,6.016869937140141,0.3710307207634325,5.424197119104458,0.7983439335262736,0.3774161376887729,3.5673535703725308,9.959313462838223,0.003484639715425268,0.752802658096487,0.01576428764877229,0.5033080150673284,0.05788721379421877,1.179188251972836,0.06925721434407721,0.028034667923301695,0.020027410704877673,0.0019462083517002827,0.025402652819097503,3.443812826028378,3.553507688099006,0.48668183514851737,0.03282604753201143,2.5062035959629023,0.30816819100351334,0.07505876876390757,0.13568779274878018,0.30479476319389953,0.1577726237111696,0.13198999688054966,0.5308173698134321,,100.0,,1.6759599003077903
